country_name,country_code,year,food_index,gdp,gdp_capita,rd,school_enroll_prep,school_enroll_prim,school_gpi,tax_rev,trade,conflict
Afghanistan,AFG,1986,63.35,,,,1.13725996,26.69475937,0.533559978,,,7.0
Afghanistan,AFG,1987,65.7,,,,,,,,,7.0
Afghanistan,AFG,1988,64.73,,,,1.235309958,33.49937057,0.5025799870000001,,,7.0
Afghanistan,AFG,1989,64.35,,,,,31.18457031,,,,7.0
Afghanistan,AFG,1990,69.39,,,,,30.09115028,,,,7.0
Afghanistan,AFG,1991,73.16,,,,,28.6841507,0.538160026,,,7.0
Afghanistan,AFG,1992,70.94,,,,,,,,,7.0
Afghanistan,AFG,1993,75.68,,,,,31.15373039,0.360819995,,,7.0
Afghanistan,AFG,1994,80.77,,,,,43.12926865,0.430269986,,,7.0
Afghanistan,AFG,1995,84.85,,,,,46.24322891,0.471839994,,,7.0
Afghanistan,AFG,1996,90.04,,,,,,,,,7.0
Afghanistan,AFG,1997,96.75,,,,,,,,,7.0
Afghanistan,AFG,1998,103.06,,,,,33.31254959,,,,7.0
Afghanistan,AFG,1999,101.85,,,,,27.04071999,,,,7.0
Afghanistan,AFG,2000,85.42,,,,,22.33481026,,,,7.0
Afghanistan,AFG,2001,76.81,,,,,22.20237923,0.0,,,10.0
Afghanistan,AFG,2002,95.34,8013233122.0,364.570573,,,73.30959320000001,,,97.67442275,3.0
Afghanistan,AFG,2003,98.78,8689883606.0,376.7587142,,0.75940001,99.24848938,0.5443199870000001,,137.9010395,3.0
Afghanistan,AFG,2004,95.89,8781610175.0,364.095436,,,111.2605591,0.40625,,121.13581869999999,3.0
Afghanistan,AFG,2005,106.38,9762978844.0,389.4163578,,,104.17137149999999,0.54895997,,104.8624006,3.0
Afghanistan,AFG,2006,97.73,10305228125.0,397.9859047,,,107.817421,0.575089991,6.883364339,100.55534940000001,3.0
Afghanistan,AFG,2007,109.34,11721187594.0,440.3681553,,,104.6908188,0.5696100000000001,5.229755775,76.17376109,3.0
Afghanistan,AFG,2008,100.86,12144482858.0,444.95013789999996,,,106.45377350000001,0.589020014,6.0394283060000005,73.06552024,3.0
Afghanistan,AFG,2009,117.5,14697331941.0,524.8235331999999,,,102.22528840000001,0.613089979,8.434997714,56.90681742,3.0
Afghanistan,AFG,2010,116.67,15936800636.0,553.3002893999999,,,105.52092739999999,0.629509985,9.123651121,54.967328099999996,3.0
Afghanistan,AFG,2011,111.51,16911126453.0,569.2333877,,,102.80963129999999,0.667779982,8.854568097000001,50.30122207,3.0
Afghanistan,AFG,2012,122.92,19352203806.0,630.4274126,,,108.92852020000001,0.673780024,7.471638846,44.65924776,3.0
Albania,ALB,1960,,,,,,,,,,0.0
Albania,ALB,1961,30.14,,,,,,,,,0.0
Albania,ALB,1962,30.96,,,,,,,,,0.0
Albania,ALB,1963,29.03,,,,,,,,,0.0
Albania,ALB,1964,33.43,,,,,,,,,0.0
Albania,ALB,1965,31.37,,,,,,,,,0.0
Albania,ALB,1966,35.3,,,,,,,,,0.0
Albania,ALB,1967,37.07,,,,,,,,,0.0
Albania,ALB,1968,38.01,,,,,,,,,0.0
Albania,ALB,1969,39.2,,,,,,,,,0.0
Albania,ALB,1970,40.35,,,,,,,,,0.0
Albania,ALB,1971,42.44,,,,25.16667938,,,,,0.0
Albania,ALB,1972,43.24,,,,27.99757957,,,,,0.0
Albania,ALB,1973,46.64,,,,,,,,,0.0
Albania,ALB,1974,47.62,,,,,,,,,0.0
Albania,ALB,1975,47.83,,,,,,,,,0.0
Albania,ALB,1976,52.75,,,,,119.3476791,0.931029975,,,0.0
Albania,ALB,1977,55.48,,,,,,,,,0.0
Albania,ALB,1978,57.62,,,,,114.998848,0.932420015,,,0.0
Albania,ALB,1979,58.83,,,,,112.21565249999999,0.936640024,,,0.0
Albania,ALB,1980,57.71,5639605626.0,2110.633218,,43.72526169,107.5305405,0.926379979,,45.82507495,0.0
Albania,ALB,1981,59.59,5963636797.0,2187.642806,,46.61418152,105.06385039999999,0.9221000079999999,,44.49760558,0.0
Albania,ALB,1982,62.02,6139480401.0,2205.052944,,48.52796936,103.6651382,0.933160007,,43.25253868,0.0
Albania,ALB,1983,67.53,6207317869.0,2182.631918,,49.50653076,102.7332687,0.958620012,,39.00562196,0.0
Albania,ALB,1984,62.78,6129627287.0,2110.441428,,51.20098877,103.6929016,0.949919999,,36.79042982,0.0
Albania,ALB,1985,62.06,6238774125.0,2104.308584,,52.89012909,103.9178391,0.939170003,,34.68540615,0.0
Albania,ALB,1986,61.48,6590468994.0,2180.372091,,53.69234085,103.8384628,0.938549995,,30.525014199999998,0.0
Albania,ALB,1987,63.97,6538546468.0,2120.422839,,54.2381897,101.7586594,0.94115001,,31.02880802,0.0
Albania,ALB,1988,61.84,6445696515.0,2051.24357,,55.17731857,99.90882111,0.954439998,,35.60030574,0.0
Albania,ALB,1989,69.16,7079730610.0,2193.263825,,55.3431282,99.78552246,0.9522899990000001,,38.65852973,0.0
Albania,ALB,1990,68.69,6401801081.0,1947.883545,,56.31848145,99.82147217,0.9429100159999999,,38.06578311,0.0
Albania,ALB,1991,59.02,4507572307.0,1379.8169779999998,,58.25912857,101.6307907,0.944400012,,34.81638627,0.0
Albania,ALB,1992,63.96,4183027101.0,1288.258965,,48.28908920000001,99.96878052,1.005169988,,100.0026865,0.0
Albania,ALB,1993,71.7,4584597705.0,1420.573288,,35.96918869,98.94786072,1.03441,,77.71506891,0.0
Albania,ALB,1994,79.42,4965119313.0,1547.9543529999999,,36.02862929999999,101.9895782,0.9951400159999999,,50.30201214,0.0
Albania,ALB,1995,85.73,5625480182.0,1764.699296,,37.112930299999995,104.5339584,0.9711200000000001,13.42276821,46.98742199,0.0
Albania,ALB,1996,86.63,6137398879.0,1937.2900719999998,,40.09181976,106.8230972,0.975189984,8.553602234,43.22020295,0.0
Albania,ALB,1997,81.74,5472236442.0,1738.1664600000001,,41.16186905,108.56796259999999,0.958119988,9.479292857,43.93564972,2.0
Albania,ALB,1998,84.35,5965222154.0,1906.717261,,40.73154068,107.73346709999998,,13.70163251,45.48134083,0.0
Albania,ALB,1999,82.2,6770597139.0,2177.896633,,42.52460861,106.3054581,0.9552199840000001,,48.029748,0.0
Albania,ALB,2000,86.45,7221967156.0,2337.9423859999997,,44.32157135,104.7495193,0.9626899959999999,,55.92042872,0.0
Albania,ALB,2001,89.5,7795415283.0,2547.377316,,45.43346024,103.47399899999999,0.9736300109999999,,57.43036125,0.0
Albania,ALB,2002,89.91,8125268227.0,2663.140477,,45.068340299999996,101.5591965,,16.16084313,63.93424074,0.0
Albania,ALB,2003,95.19,8594379821.0,2827.455778,,48.85268021,100.0177994,,16.79084231,65.44062195,0.0
Albania,ALB,2004,99.85,9085080801.0,3001.408618,,50.55550003,98.38082123,0.96657002,17.64535942,66.35782544,0.0
Albania,ALB,2005,97.95,9604821915.0,3189.395111,,52.65391922,101.4723587,0.96499002,,70.2953012,0.0
Albania,ALB,2006,102.2,10126461017.0,3383.893726,,55.829189299999996,99.59384155,0.972899973,,73.45504917,0.0
Albania,ALB,2007,103.74,10723922217.0,3610.727554,,57.33209991,99.09313202,0.985800028,,82.87242263,0.0
Albania,ALB,2008,107.98,11127233241.0,3775.3809880000003,157.34364,61.74755859,99.51950073,0.9881600140000001,,77.45171109,0.0
Albania,ALB,2009,112.4,11500286002.0,3928.338638,,65.65630341,97.52532959,1.002930045,,75.09490534,0.0
Albania,ALB,2010,118.32,11926953259.0,4094.358832,,70.70559692,99.01331329,0.984440029,,76.54347155,0.0
Albania,ALB,2011,124.6,12231109753.0,4210.082199,,77.11076355,101.8157425,0.9689099790000001,18.02201217,81.21854854,0.0
Albania,ALB,2012,132.82,12404787541.0,4276.92155,,84.83940887,104.78439329999999,0.9607700109999999,17.4832337,76.51017347,0.0
Algeria,DZA,1960,,27434399199.0,2466.038238,,,,,,106.1868043,
Algeria,DZA,1961,38.37,23701828112.0,2078.221933,,,,,,113.7483279,
Algeria,DZA,1962,39.9,19036113335.0,1628.388725,,,,,,40.61251936,6.0
Algeria,DZA,1963,39.92,25568113636.0,2133.318607,,,,,,61.51019720000001,2.0
Algeria,DZA,1964,35.59,27061141389.0,2200.813876,,,,,,54.52382126,1.0
Algeria,DZA,1965,41.32,28740798890.0,2276.146998,,,,,,48.43702191,0.0
Algeria,DZA,1966,27.66,27359811854.0,2107.800391,,,,,,50.63976952,0.0
Algeria,DZA,1967,30.38,29946124626.0,2242.450417,,,,,,45.06618609,0.0
Algeria,DZA,1968,39.07,33179179684.0,2414.016695,,,,,,47.32288896,0.0
Algeria,DZA,1969,36.05,35977272902.0,2543.563265,,,,,,51.8595349,0.0
Algeria,DZA,1970,37.42,39165815236.0,2691.802317,,,,,,51.22540181,0.0
Algeria,DZA,1971,38.86,34727655044.0,2321.350402,,,74.01553345,0.599039972,,46.10629668,0.0
Algeria,DZA,1972,35.14,44251356564.0,2877.745265,,,78.15116119,0.623660028,,46.17643028,0.0
Algeria,DZA,1973,33.54,45938738804.0,2906.700502,,,82.82417297,0.640489995,,57.09342653,0.0
Algeria,DZA,1974,36.22,49381809471.0,3039.420571,,,86.5936203,0.647719979,,74.23881924,0.0
Algeria,DZA,1975,39.44,51873290453.0,3104.493573,,,88.70625305,0.658060014,,76.65453541,0.0
Algeria,DZA,1976,37.08,56223777004.0,3270.680356,,,91.70030212,0.667249978,,70.17325688,0.0
Algeria,DZA,1977,30.62,59180352663.0,3345.378017,,,93.65257263,0.680899978,,72.32688423,0.0
Algeria,DZA,1978,30.38,64633724928.0,3548.900065,,,94.70359039,0.6910200120000001,,65.70456889,0.0
Algeria,DZA,1979,34.31,69466922771.0,3702.77745,,,94.4343338,0.707639992,,64.01404929,0.0
Algeria,DZA,1980,37.13,70016133107.0,3620.703537,,,94.32924652,0.719699979,,64.67692316,0.0
Algeria,DZA,1981,38.18,72116614360.0,3616.016313,,,93.24669647,0.7293400170000001,,65.46499364,0.0
Algeria,DZA,1982,34.73,76732080648.0,3729.2571780000003,,,92.12744904,0.73834002,,59.92293127,0.0
Algeria,DZA,1983,36.66,80875615322.0,3809.8037630000003,,,90.92421722,,,53.74411736,0.0
Algeria,DZA,1984,39.24,85404646974.0,3900.8504799999996,,,90.50643158,0.756649971,,53.17638369,0.0
Algeria,DZA,1985,48.02,88564616568.0,3924.709271,,,89.63086700000001,0.767369986,,50.32612063,0.0
Algeria,DZA,1986,48.69,88918875922.0,3825.904018,,,88.58766937,0.78275001,,36.02671057,0.0
Algeria,DZA,1987,49.19,88296445990.0,3691.6475549999996,,,89.76798248,0.7896699909999999,,32.68458447,0.0
Algeria,DZA,1988,47.43,87413476683.0,3554.62274,,,91.26010132,0.797339976,,38.11158728,0.0
Algeria,DZA,1989,51.77,91259671545.0,3613.146593,,,91.49606323,0.808529973,,47.15331971,0.0
Algeria,DZA,1990,50.66,91989749447.0,3550.032672,,,92.07620239,0.817089975,,48.38071368,0.0
Algeria,DZA,1991,59.41,90885871916.0,3422.638618,,,93.91361237,0.8294900059999999,,52.71758671,4.0
Algeria,DZA,1992,64.86,92521819702.0,3403.9034520000005,,,95.92700958,0.842620015,,49.18908424,4.0
Algeria,DZA,1993,62.38,90578860786.0,3259.84368,,1.325189948,96.22515869,0.854409993,,44.92281337,4.0
Algeria,DZA,1994,57.7,89763654165.0,3164.898577,,1.726150036,96.85209656,0.8702800270000001,26.69379806,48.58443779,4.0
Algeria,DZA,1995,64.78,93174668346.0,3223.55756,,1.7554299830000002,96.88146973,0.8835300209999999,28.59951727,55.19100521,4.0
Algeria,DZA,1996,76.42,96994828322.0,3297.863375,,2.048239946,98.05445099,0.895169973,30.60700381,53.70514788,4.0
Algeria,DZA,1997,62.84,98061771374.0,3281.102139,,2.182970047,99.23461914,0.918370008,31.60844644,52.24391151,4.0
Algeria,DZA,1998,69.76,103063000000.0,3397.4101979999996,,,100.44777679999999,,25.02681415,45.09445056,4.0
Algeria,DZA,1999,73.46,106361000000.0,3457.1370460000003,,2.4271800519999998,102.37861629999999,0.948939979,27.01774583,50.92911545,4.0
Algeria,DZA,2000,69.71,110424000000.0,3541.072037,,2.7143099310000003,104.9052963,0.9641500120000001,36.92818899,62.85834408,4.0
Algeria,DZA,2001,74.36,113746000000.0,3600.437254,,3.3848700519999997,103.90167240000001,0.97378999,32.04551099,58.70616249,4.0
Algeria,DZA,2002,76.23,120126000000.0,3754.516275,,,105.15637209999998,0.979889989,31.52490498,61.13416484,4.0
Algeria,DZA,2003,88.38,128777000000.0,3974.175032,,3.9823598860000002,106.0329895,0.990289986,27.58205313,62.12477208,4.0
Algeria,DZA,2004,97.94,134317000000.0,4091.144235,,4.720069885,107.04869840000002,0.995519996,26.80399614,65.70142617,4.0
Algeria,DZA,2005,99.04,142252000000.0,4273.3127509999995,168.12009,6.167500018999999,107.7446594,0.9988200070000001,30.76546966,71.2785976,0.0
Algeria,DZA,2006,103.02,144648000000.0,4282.328231,,29.01754951,108.28720859999999,1.000650048,40.75039302,70.73001408,0.0
Algeria,DZA,2007,93.24,149527000000.0,4359.3757479999995,,30.08341026,109.6284027,1.000319958,37.43101186,71.93812694,0.0
Algeria,DZA,2008,95.85,153056000000.0,4390.499632999999,,36.25754929,109.3120575,0.984749973,45.25293537,76.68452205,0.0
Algeria,DZA,2009,119.29,155554000000.0,4386.038896,,80.34272003,112.4307404,0.976880014,35.14290262,71.32432835,0.0
Algeria,DZA,2010,124.84,161207000000.0,4463.394675,,84.03958893,115.45461270000001,0.9906299709999999,34.40276881,69.86666176,0.0
Algeria,DZA,2011,134.38,165869000000.0,4504.920098,,79.2128067,116.74691770000001,0.990960002,37.18473614,67.47227545,0.0
Algeria,DZA,2012,146.93,171467000000.0,4564.435017,,,118.26735690000001,,,65.40497893,0.0
Angola,AGO,1961,28.94,,,,,,,,,
Angola,AGO,1962,29.97,,,,,,,,,
Angola,AGO,1963,30.39,,,,,,,,,
Angola,AGO,1964,31.77,,,,,,,,,
Angola,AGO,1965,32.6,,,,,,,,,
Angola,AGO,1966,33.21,,,,,,,,,
Angola,AGO,1967,34.11,,,,,,,,,
Angola,AGO,1968,34.39,,,,,,,,,
Angola,AGO,1969,36.58,,,,,,,,,
Angola,AGO,1970,38.38,,,,,,,,,
Angola,AGO,1971,38.44,,,,,58.72721863,0.561800003,,,
Angola,AGO,1972,36.95,,,,,63.89730835,0.581579983,,,
Angola,AGO,1973,39.15,,,,,66.09954071,,,,
Angola,AGO,1974,38.3,,,,,72.10684967,,,,
Angola,AGO,1975,36.93,,,,,,,,,7.0
Angola,AGO,1976,36.56,,,,,,,,,7.0
Angola,AGO,1977,35.59,,,,,,,,,8.0
Angola,AGO,1978,35.7,,,,,,,,,8.0
Angola,AGO,1979,34.81,,,,,,,,,7.0
Angola,AGO,1980,34.83,,,,,149.03582759999998,,,,7.0
Angola,AGO,1981,34.07,,,,43.40575027,130.8056946,,,,7.0
Angola,AGO,1982,34.61,,,,36.40872955,121.1766281,0.820980012,,,7.0
Angola,AGO,1983,35.24,,,,29.87984085,108.75520320000001,0.786180019,,,7.0
Angola,AGO,1984,35.65,,,,25.24381065,94.67823029,,,,7.0
Angola,AGO,1985,36.14,27308217745.0,2574.051243,,20.09629059,75.02474213,,,100.0,7.0
Angola,AGO,1986,37.47,28072847844.0,2570.529506,,21.473239899999996,81.07156372,,,100.0,7.0
Angola,AGO,1987,38.02,30290602825.0,2700.114031,,20.16629982,81.66928101,,,100.0,7.0
Angola,AGO,1988,37.87,31986876577.0,2778.093232,,18.85563087,81.05615997,,,100.0,7.0
Angola,AGO,1989,37.89,32114824090.0,2715.327687,,18.17300034,82.01186371,,,66.66666667,7.0
Angola,AGO,1990,38.0,32018479612.0,2630.623573,,16.2678299,78.25849915,,,66.66666667,7.0
Angola,AGO,1991,39.6,31634257860.0,2519.96606,,13.42292976,71.9317627,,,50.0,7.0
Angola,AGO,1992,42.32,29451494067.0,2271.0295,,16.94923973,69.36856079,,,142.3076923,7.0
Angola,AGO,1993,41.89,22176975036.0,1654.5370890000002,,,,,,109.2936803,7.0
Angola,AGO,1994,47.67,22953169160.0,1658.310094,,,,,,161.2060626,7.0
Angola,AGO,1995,46.07,25340298757.0,1775.899461,,,,,,,7.0
Angola,AGO,1996,49.12,28178412209.0,1919.2117660000001,,,,,,152.1100715,7.0
Angola,AGO,1997,48.93,30404506777.0,2015.0139219999999,,,,,,137.6737442,7.0
Angola,AGO,1998,56.83,32473461136.0,2094.478528,,20.55635071,78.36840057,0.817089975,,129.8674995,7.0
Angola,AGO,1999,54.02,33525536222.0,2101.945334,,25.03416061,,,16.29397166,178.9937855,7.0
Angola,AGO,2000,62.74,34535350910.0,2100.5723829999997,,,,,28.70338216,152.45565249999999,7.0
Angola,AGO,2001,71.36,35993076036.0,2119.325932,,,,,29.24667572,150.3355064,7.0
Angola,AGO,2002,80.96,33494990432.0,1906.0865800000001,,,,,18.99829416,124.9600193,7.0
Angola,AGO,2003,86.83,35252638226.0,1936.599661,,,,,21.55707855,130.4537094,1.0
Angola,AGO,2004,93.32,39087976314.0,2071.905265,,,,,21.6738663,124.39516359999999,1.0
Angola,AGO,2005,101.8,46226007691.0,2364.194266,,,,,22.40370607,139.657432,1.0
Angola,AGO,2006,104.87,55811028115.0,2754.413637,,,,,29.31213286,118.77452140000001,0.0
Angola,AGO,2007,117.89,68420444001.0,3258.475279,,142.5362854,105.2104034,,23.21255538,117.47381440000001,0.0
Angola,AGO,2008,127.57,77874196512.0,3578.8728060000003,,104.96565249999999,111.91375729999999,0.841690004,26.97887515,127.54497820000002,0.0
Angola,AGO,2009,159.8,79753199398.0,3536.798296,,98.68408966,111.15834050000001,0.8332099909999999,17.09994281,110.3163721,0.0
Angola,AGO,2010,168.81,82470913121.0,3529.053482,,92.09725189,113.50787350000002,0.788010001,16.86736688,105.33770679999999,0.0
Angola,AGO,2011,185.05,85702615836.0,3538.715685,52.41019,79.24822998,128.7041473,0.639500022,17.29031754,107.51567109999999,0.0
Angola,AGO,2012,153.18,90120963241.0,3591.027438,,,,,16.45626707,102.0528309,0.0
Argentina,ARG,1960,,115574000000.0,5605.191722,,,,,,15.20809609,0.0
Argentina,ARG,1961,36.87,121847000000.0,5815.2335570000005,,,,,,11.98989231,0.0
Argentina,ARG,1962,39.46,120809000000.0,5675.060043,,,,,,14.07552565,0.0
Argentina,ARG,1963,43.29,114396000000.0,5290.766222,,,,,,15.78090624,0.0
Argentina,ARG,1964,40.12,125985000000.0,5738.59769,,,,,,11.12742968,0.0
Argentina,ARG,1965,38.15,139301000000.0,6251.32182,,,,,,10.37645741,0.0
Argentina,ARG,1966,41.93,138382000000.0,6120.712184,,,,,,11.64260542,0.0
Argentina,ARG,1967,46.18,142799000000.0,6226.997754999999,,,,,,12.49266037,0.0
Argentina,ARG,1968,43.31,149685000000.0,6434.953777000001,,,,,,11.88816489,0.0
Argentina,ARG,1969,47.04,164174000000.0,6954.764115000001,,,,,,12.79742663,0.0
Argentina,ARG,1970,45.91,169174000000.0,7056.848064,,23.51532936,105.6495438,1.033249974,,10.33744408,0.0
Argentina,ARG,1971,42.82,178746000000.0,7335.759136,,25.03524971,106.37895970000001,1.029899955,,12.61518892,0.0
Argentina,ARG,1972,42.75,181657000000.0,7329.921158,,26.63475037,105.94168090000001,1.022779942,,14.0356432,0.0
Argentina,ARG,1973,44.29,186765000000.0,7407.366754000001,,29.19171906,105.5295715,1.0295100209999999,,13.32216851,0.0
Argentina,ARG,1974,47.64,197100000000.0,7685.857212000001,,31.530990600000003,106.310791,1.02658999,,13.19157986,0.0
Argentina,ARG,1975,48.69,197044000000.0,7559.143749,,35.83237076,106.16381840000001,1.030290008,,11.80272429,0.0
Argentina,ARG,1976,53.88,193067000000.0,7291.840429000001,,38.00962067,105.86007690000001,1.027279973,,15.09688462,3.0
Argentina,ARG,1977,53.72,206455000000.0,7681.017570999999,,39.46760941,106.779953,1.0286600590000001,,16.94228657,3.0
Argentina,ARG,1978,57.81,197152000000.0,7227.5641239999995,,,106.3813095,1.037479997,,14.32379637,3.0
Argentina,ARG,1979,58.65,217306000000.0,7849.363340000001,,39.16313934,106.8267288,1.023210049,,12.84068464,3.0
Argentina,ARG,1980,54.03,226328000000.0,8052.689655,,39.95095062,106.8851013,1.0248500109999998,,11.54567246,3.0
Argentina,ARG,1981,58.41,213451000000.0,7478.130431999999,,42.14556122,107.6234665,1.024559975,,14.29297748,0.0
Argentina,ARG,1982,59.46,202870000000.0,6996.962918000001,,43.82435989,107.77549740000002,1.012549996,,15.6114861,1.0
Argentina,ARG,1983,57.88,210731000000.0,7154.411255,,44.70172119,,,,14.98767011,0.0
Argentina,ARG,1984,59.62,215392000000.0,7198.719942000001,,47.55686951,105.5620728,1.01809001,,12.34638143,0.0
Argentina,ARG,1985,60.54,199051000000.0,6550.150323,,50.32802963,105.47010039999999,1.027940035,,18.00942507,0.0
Argentina,ARG,1986,62.15,214728000000.0,6958.75247,,52.73920059,106.07805630000001,1.0147500040000001,,14.48603279,0.0
Argentina,ARG,1987,59.05,220976000000.0,7053.985640999999,,57.30324173,106.3605804,1.01620996,,15.44896988,0.0
Argentina,ARG,1988,60.8,215326000000.0,6772.223017,,61.14788818,107.02442169999999,1.056750059,,15.74345861,0.0
Argentina,ARG,1989,55.97,199185000000.0,6173.684981,,,,,,19.6377977,0.0
Argentina,ARG,1990,62.8,194407000000.0,5939.756915999999,,,106.56156920000001,,4.838513147,14.990859,0.0
Argentina,ARG,1991,65.08,219037000000.0,6598.722635,,49.29769897,109.08569340000001,,5.008236547,13.75305416,0.0
Argentina,ARG,1992,65.09,245192000000.0,7285.429428,,,,,5.547922133999999,14.73098059,0.0
Argentina,ARG,1993,64.53,259676000000.0,7612.681153,,,,,8.015138006,16.22315153,0.0
Argentina,ARG,1994,68.69,274831000000.0,7952.711552,,48.38631821,111.94351200000001,,8.126437228,18.13422545,0.0
Argentina,ARG,1995,73.7,267011000000.0,7630.022273999999,,,,,8.054357652,19.77150099,0.0
Argentina,ARG,1996,71.42,281768000000.0,7955.127651999999,,53.04983139,111.36750790000002,1.0253299470000001,8.171787775,21.50635817,0.0
Argentina,ARG,1997,77.23,304622000000.0,8500.940362000001,692.19245,54.26055908,108.26679990000001,1.028349996,8.690086356,23.3361447,0.0
Argentina,ARG,1998,83.4,316351000000.0,8728.947651,701.37674,55.72806168,112.9470673,1.017070055,9.030526186,23.34994435,0.0
Argentina,ARG,1999,85.39,305641000000.0,8339.894389000001,709.56019,56.39184952,116.052948,1.031509995,9.076124336,21.38265679,0.0
Argentina,ARG,2000,85.91,303230000000.0,8182.686502,712.947,59.56681061,117.3634872,1.024019957,9.622603502,22.62250234,0.0
Argentina,ARG,2001,87.04,289861000000.0,7735.493364,684.67972,60.35150909,118.064621,1.025140047,9.324898794,21.85242285,0.0
Argentina,ARG,2002,86.53,258282000000.0,6816.734855,688.39756,60.91012955,118.758522,1.024350047,9.818958347,41.7527513,0.0
Argentina,ARG,2003,90.18,281106000000.0,7337.792038,714.36635,61.11022949,116.5013123,1.027140021,12.5187797,40.64468975,0.0
Argentina,ARG,2004,92.22,306489000000.0,7913.743124,760.95869,62.53842926,117.8136368,1.031679988,13.1007799,40.69264611,0.0
Argentina,ARG,2005,104.4,333618000000.0,8522.522732,814.0912099999999,63.72090912,117.1332932,1.035869956,13.10317565,40.56689189,0.0
Argentina,ARG,2006,103.38,360465000000.0,9112.113163,885.77116,63.34685898,118.83519740000001,1.042449951,12.8788867,40.43347987,0.0
Argentina,ARG,2007,113.54,392935000000.0,9830.68092,967.75316,63.99168015,119.3486862,1.0479700570000001,12.44826845,40.94517062,0.0
Argentina,ARG,2008,115.06,408877000000.0,10125.12627,1028.25873,65.66664886,119.4411621,1.050989985,13.31784636,40.40267338,0.0
Argentina,ARG,2009,96.73,384677000000.0,9428.502541,1032.76969,66.98548889,118.2114105,1.0479799509999999,12.38304156,34.05712691,0.0
Argentina,ARG,2010,112.7,423627000000.0,10276.2605,1120.70749,67.76325226,116.7181625,1.0359799859999999,12.85304269,34.97101326,0.0
Argentina,ARG,2011,116.99,449062000000.0,10780.01566,1177.0040800000002,67.84857178,114.76847079999999,1.039690018,12.6636277,35.206154999999995,0.0
Argentina,ARG,2012,107.48,444453000000.0,10557.885390000001,1199.40405,69.75669098,112.97825619999999,1.033669949,12.95284151,30.52654237,0.0
Armenia,ARM,1991,,5613988348.0,1601.5938230000002,,46.53824997,102.4689636,,,100.8658552,3.0
Armenia,ARM,1992,78.3,3267341065.0,949.0332212999999,,47.04058838,99.21221161,,,101.0767594,3.0
Armenia,ARM,1993,59.51,2979815090.0,886.0327858999999,,40.85950851,102.5770187,,,107.9731463,3.0
Armenia,ARM,1994,74.44,3140725188.0,956.4708855,,35.95730972,94.72537231,,,112.428831,3.0
Armenia,ARM,1995,67.6,3357435176.0,1043.543141,,31.84173965,90.90554809999999,,,86.11485496,0.0
Armenia,ARM,1996,73.84,3554362204.0,1121.881629,,26.88750076,92.001297,,,79.22956157,0.0
Armenia,ARM,1997,62.71,3672405406.0,1172.136802,,29.20047951,125.68025970000001,,,78.54774452,0.0
Armenia,ARM,1998,68.66,3940491000.0,1267.575283,,28.98163033,128.28819270000002,,,71.84245314,0.0
Armenia,ARM,1999,67.93,4070527203.0,1317.741923,,26.36643982,133.0361938,,,70.56041951,0.0
Armenia,ARM,2000,66.33,4310688308.0,1404.3214619999999,,26.47075081,98.52625275,1.057610035,,73.91856775,0.0
